Longitude_(X_Centroid)	Latitude_(Y_Centroid)	ID	LONG	LAT	PROPOVER4	Species_Richness_(228)	Mean_Size	Median_Size	Mean_Size(log)	Median_Size(log)	PC1_Ventral_mean_shape	PC2_Ventral_mean_shape	PC3_Ventral_mean_shape	PC4_Ventral_mean_shape	PC5_Ventral_mean_shape	PC1_Ventral_median_shape	PC2_Ventral_median_shape	PC3_Ventral_median_shape	PC4_Ventral_median_shape	PC5_Ventral_median_shape	PC1_Lateral_mean_shape	PC2_Lateral_mean_shape	PC3_Lateral_mean_shape	PC4_Lateral_mean_shape	PC5_Lateral_mean_shape	PC1_Lateral_median_shape	PC2_Lateral_median_shape	PC3_Lateral_median_shape	PC4_Lateral_median_shape	PC5_Lateral_median_shape	PC1_Mandibula_mean_shape	PC2_Mandibula_mean_shape	PC3_Mandibula_mean_shape	PC4_Mandibula_mean_shape	PC5_Mandibula_mean_shape	PC1_Mandibula_median_shape	PC2_Mandibula_median_shape	PC3_Mandibula_median_shape	PC4_Mandibula_median_shape	PC5_Mandibula_median_shape	Mean_alt	Range_alt	Mean_bio1	Mean_bio2	Mean_bio3	Mean_bio4	Mean_bio5	Mean_bio6	Mean_bio7	Mean_bio8	Mean_bio9	Mean_bio10	Mean_bio11	Mean_bio12	Mean_bio13	Mean_bio14	Mean_bio15	Mean_bio16	Mean_bio17	Mean_bio18	Mean_bio19	Mean_NDVI	Mean_LandCover	Mean_NET_Productivity	Mean_Topography	Mean_AET	pcps.1	pcps.2	pcps.3	pcps.4	pcps.5	Shape_sizecorr_v_PC1	Shape_sizecorr_v_PC2	Shape_sizecorr_v_PC3	Shape_sizecorr_v_PC4	Shape_sizecorr_v_PC5	Shape_sizecorr_l_PC1	Shape_sizecorr_l_PC2	Shape_sizecorr_l_PC3	Shape_sizecorr_l_PC4	Shape_sizecorr_l_PC5	Shape_sizecorr_m_PC1	Shape_sizecorr_m_PC2	Shape_sizecorr_m_PC3	Shape_sizecorr_m_PC4	Shape_sizecorr_m_PC5	Log(Species_Richness_(228))	Shape_Disparity_Ventral	Shape_Redundancy_Ventral	Shape_Disparity_Lateral	Shape_Disparity_Mandible	Mean_Shape_Disparityx3	Regression_Estimated	Regression_Residuals	col225	media	sd	mediana	min	max	range	Disp_Ventral_Average	SIZE_DISPARITY	SES.SIZE.DISPARITY	SES.SHAPE.VENTRAL	mpd	ses.mpd	sesMPD	sesDISPbrown	sesDISPearly	sesDISPornUhl	sesDISPearly_EXP1.5	sesDISPornUhl_alpha10	SES_DISPAR_SHAPE_INTRA	SES_DISPAR_BROWN	SES_DISPAR_EB_sig1	SES.DISPAR.BROWN	SES.DISPAR.EB	DISP_BROWN_MEAN_100	DISP_EB_MEAN_100	SES.DISPAR.OU	SES_dispar_BM	SES_dispar_EB	SES_dispar_OU	RESULTADOS_BM	RESULTADOS_EB	RESULTADOS_OU	Shape_Ventral_Disp	Shape_Mand_Disparity	RESULTADOS_BM_sig0.5	RESULTADOS_EB_sig0.5	RESULTADOS_OU_sig0.5	RESULTADOS_BM_sig0.2	RESULTADOS_EB_sig0.2_b0.1	RESULTADOS_OU_sig0.2	RESULTADOS_BM_sig0.2	RESULTADOS_EB_sig0.2_bneg0.5	RESULTADOS_OU_sig0.2	RESULTADOS_BM_sig1	RESULTADOS_EB_sig1_bneg0.1	RESULTADOS_OU_sig1	rao.obs	mean.rao.NULO	sd.rao.NULO	mean.rao.BM	sd.rao.BM	SES_BM	mean.rao.EB	sd.rao.EB	SES_EB	mean.rao.OU	sd.rao.OU	SES_OU	SES_NULO	SES_NULO_BM	SES_NULO_EB	SES_NULO_OU	SES_MPD	MPD_OBS
-58.275	-20.873	3356	-58.28	-20.87	1	13	4.989	4.929	1.586	1.595	-0.002	0.001	0.01	0.004	0	-0.004	0.003	0.008	0.004	0.001	-0.004	0.001	-0.002	-0.005	0.003	-0.005	-0.001	-0.007	0.004	0.004	-0.002	0.002	-0.002	0.002	0.002	0	0.001	0.001	0.007	0.003	90.389	20	254.861	120.056	60.417	2734.861	347.444	150.444	197	284	217.472	284.583	215.75	998.111	143.806	25.306	47.194	385.972	92.528	384.056	127.333	208.06	7	6.167	29.29	89.346	0.114	-0.033	0.014	0.008	0.083	-0.004	0.005	0.008	-0.002	-0.001	0.005	0.002	0.005	-0.002	-0.002	-0.002	0.003	0.001	-0.005	-0.002	1.114	0.001	0.576	0.002	0.002	0.002	0.002	0	0.001379403	0.001917292	0.000132276	0.001944552	0.001733703	0.002146117	0.000412414	0.001379403	1.016597779	0.219660519	-2.088345411	16.05896613	-0.147972833	-18.201817	0.448411191	-0.000906229	0.491567355	-0.002098576	0.449304186	-0.784854856	-0.040378142	0.149564889	-0.082919743	-0.214749936	0.077384429	0.769221977	0.136724658	-1.699829431	-2.227005671	-2.508814306	0.000582759	0.001098169	3.83E-05	0.001379403	0.002388413	0.002994443	103920422.4	0.000203004	0.002348795	0.019739549	0.000141781	0.000139446	9.66E-06	8.85E-06	0.001074527	0.000445559	5.46E-05	0.345840088	0.397968841	0.017773767	0.386374355	0.050822025	-0.797572854	0.34431214	0.075620248	-0.536023993	0.387886649	0.046377467	-0.874007777	-2.93290402	-0.65233701	-3.018870474	-0.56725128	-1.396090982	16.05896613
-57.275	-20.873	3357	-57.28	-20.87	1	15	5.09	5.151	1.608	1.639	-0.002	0.004	0.007	0.003	0.002	-0.004	0.003	0.007	0.003	0.002	-0.006	0.002	-0.002	-0.005	0.002	-0.01	0.002	-0.007	0	0.003	0.006	-0.003	-0.003	-0.003	0.002	0.007	-0.001	0.003	0.004	0.006	170.472	313	248.417	115.778	61.083	2565	335.278	147.278	188	274.972	212.417	275.583	212.083	1231.028	180.944	33.056	45.583	485.944	125.556	480	177.694	204.86	8	49.486	44.28	96.057	0.118	-0.018	0.034	-0.006	0.095	-0.003	-0.002	0.009	-0.007	0.001	0.004	-0.002	0.006	0.004	-0.001	0.002	-0.005	0.005	-0.002	-0.001	1.176	0.002	0.568	0.002	0.003	0.002	0.002	0	0.001632136	0.00211889	0.000132569	0.002090855	0.001873795	0.002376208	0.000502413	0.001632136	0.937876558	0.17483863	-1.628664862	16.29342541	0.027183066	-16.98706311	0.51854255	-0.008212589	0.607074295	-0.00831384	0.624234238	-0.188228152	0.602415555	0.167065882	-0.157093147	-0.116174161	0.079494559	0.801904051	0.189249288	-1.815648423	-2.171416425	-2.533058552	0.000526477	0.001145804	2.79E-05	0.001632136	0.003100377	0.002901954	73971139.09	0.000179591	0.002074687	0.018639768	0.000133134	0.00010554	9.90E-06	6.91E-06	0.001050088	0.000500214	5.60E-05	0.364727056	0.402471554	0.016504331	0.393145052	0.046692364	-0.608621913	0.353446794	0.072319775	-0.392949178	0.393320826	0.043279879	-0.656609876	-2.286945033	-0.565094222	-2.970417829	-0.554444007	-1.273732856	16.29342541
-56.275	-20.873	3358	-56.28	-20.87	1	15	5.349	5.417	1.656	1.689	-0.004	0.002	0.005	0.004	0.003	-0.008	0.001	0.003	0.003	0.001	-0.009	0.001	-0.001	-0.006	0.003	-0.014	0.004	-0.007	0.002	0.004	0.007	-0.001	-0.002	-0.003	0.003	0.007	0.001	0.001	0.005	0.006	280.028	479	238.333	118.278	62.889	2400.167	322.278	135.806	186.472	262.25	204.028	262.639	203.917	1372.278	204.194	33.833	46.222	547.111	134.528	544.556	185.389	180.84	9	96.71	50.62	102.729	0.119	-0.017	0.036	-0.001	0.099	-0.002	-0.002	0.008	-0.005	0.002	0.005	-0.002	0.006	0.003	-0.002	0.002	-0.005	0.005	-0.002	-0.001	1.176	0.002	0.567	0.002	0.003	0.002	0.002	0	0.001648295	0.00214961	0.000161301	0.002103067	0.001912856	0.002448793	0.000535937	0.001648295	1.180730955	0.655529661	-1.777969021	16.20475662	-0.113103472	-18.13305519	0.537162747	0.001873597	0.636375515	-0.002159124	0.648955265	0.028306587	0.802239217	-1.031262203	-0.162865008	-0.249576937	0.075698192	0.757222955	0.149966199	-2.081443427	-2.377083874	-2.517532034	0.000536787	0.001145003	2.80E-05	0.001648295	0.003224151	0.003569159	74019455.08	0.000160471	0.00263987	0.019013661	0.000126295	0.000109038	1.06E-05	7.04E-06	0.001039832	0.000498069	6.24E-05	0.365946093	0.402366617	0.016462016	0.392235297	0.047335974	-0.555374751	0.351674444	0.07278742	-0.361177867	0.393287096	0.043056099	-0.610580283	-2.21239758	-0.615436141	-3.079341708	-0.551543671	-1.393270441	16.20475662
-55.275	-20.873	3359	-55.28	-20.87	1	14	5.506	5.419	1.692	1.69	-0.005	0.003	0.002	0.005	0.004	-0.009	0.001	0.002	0.003	0.001	-0.012	0.001	0.001	-0.007	0.003	-0.016	0.004	-0.007	0.002	0.003	0.011	-0.001	-0.002	-0.004	0.003	0.011	0.002	-0.001	0.004	0.006	340.417	358	236.556	117.722	66.333	2060.611	315.139	138.806	176.333	255.806	208.194	256.167	206.417	1419.111	219.028	32.611	49.056	576.083	124.167	554.722	189.889	181.55	9	110.67	60.78	98.267	0.119	-0.021	0.07	-0.003	0.101	-0.002	-0.003	0.008	-0.003	0.003	0.007	-0.003	0.007	0.002	-0.001	0.005	-0.005	0.005	-0.002	-0.001	1.146	0.001	0.579	0.002	0.003	0.002	0.002	0	0.001382182	0.001834192	0.000166342	0.001763784	0.001653206	0.002114308	0.000461102	0.001382182	0.895881039	0.125808793	-2.229914063	15.95889785	-0.162890381	-20.22790228	0.47292311	0.00287358	0.618425109	-0.006744511	0.60726345	-0.868619491	-0.331617454	0.065153048	-0.161244106	-0.127792322	0.080975293	0.773809049	-0.413365815	-1.733833038	-1.587226349	-2.535165677	0.000485658	0.001216356	2.92E-05	0.001382182	0.003035058	0.003579018	79179775.87	0.000170594	0.002577231	0.020351361	0.000124591	0.000116823	8.99E-06	7.24E-06	0.001078523	0.000532837	6.37E-05	0.351374073	0.400315048	0.017107982	0.3879685	0.048322573	-0.757294681	0.344418881	0.072331573	-0.505926055	0.390735408	0.044602678	-0.820453594	-2.860709957	-0.721683471	-3.267256506	-0.559951459	-1.570559534	15.95889785
-54.275	-20.873	3360	-54.28	-20.87	1	13	5.513	5.421	1.692	1.69	-0.005	0.002	0.001	0.005	0.004	-0.007	0.001	0.001	0.003	0.001	-0.01	0.001	0.002	-0.007	0.002	-0.014	0.003	-0.007	0.003	0.003	0.01	0	-0.002	-0.004	0.003	0.008	0.003	-0.001	0.006	0.008	485.972	234	234.139	114.361	68.972	1707.306	308.028	143.139	164.889	248.806	213	249.5	208.278	1436.194	217.75	33.083	49.5	586	120.75	530.417	180.056	176.67	9	112.19	68.49	94.575	0.119	0.008	0.079	-0.004	0.1	-0.001	-0.004	0.008	-0.004	0.003	0.005	-0.005	0.008	0.003	-0.001	0.003	-0.006	0.006	-0.003	-0.001	1.114	0.001	0.569	0.002	0.003	0.002	0.002	0	0.001463301	0.001898496	0.00017867	0.001828445	0.00169073	0.002198337	0.000507607	0.001463301	0.964130679	-0.055939818	-2.147482568	16.23480706	-0.09649717	-17.85059874	0.499602036	0.009445797	0.573454769	-0.006628793	0.556651248	-0.594167377	-0.084338446	1.022586965	0.155780554	-0.380673645	0.084699408	0.720303584	0.049084532	-1.87988893	-2.092528044	-2.573295501	0.000482664	0.001307652	2.53E-05	0.001463301	0.003192936	0.003854093	75602615.83	0.000183228	0.00168333	0.016534912	0.000134103	0.000124731	9.47E-06	7.69E-06	0.001079815	0.000427145	5.09E-05	0.355529773	0.398178854	0.017702107	0.387504107	0.049139056	-0.650690843	0.346944111	0.073075762	-0.437550468	0.388044611	0.046169991	-0.692534978	-2.409265769	-0.603021256	-2.894273691	-0.572487956	-1.230947333	16.23480706
-53.275	-20.873	3361	-53.28	-20.87	1	12	5.696	5.56	1.727	1.715	-0.007	0.003	-0.001	0.005	0.004	-0.011	0	-0.001	0.005	0.001	-0.012	0.001	0.004	-0.008	0.005	-0.016	0.005	-0.009	0.004	0.008	0.013	0.002	-0.002	-0.005	0.004	0.012	0.007	-0.003	0.005	0.007	404.389	123	237.861	117.667	69	1812.889	312.25	142.889	169.361	253.917	215.667	254.194	210.444	1384.028	213.333	27.972	52.111	581.389	109.667	544.611	155.861	171.97	9	119.5	62.91	90.006	0.114	0.018	0.115	-0.015	0.101	-0.002	-0.006	0.008	-0.003	0.003	0.005	-0.006	0.008	0.003	-0.002	0.004	-0.005	0.007	-0.003	0	1.079	0.001	0.569	0.002	0.003	0.002	0.002	0	0.001417013	0.001841026	0.000145891	0.0018258	0.001688199	0.002157753	0.000469554	0.001417013	0.834242095	0.15549199	-1.855154375	15.84822033	-0.253735848	-21.78288585	0.400904721	0.013006836	0.483847393	-0.003332468	0.457662599	-0.522852794	0.202965295	-0.464777813	-0.454294264	-0.262660561	0.065021333	0.781252484	-0.025298295	-1.745834296	-1.819204238	-2.555149143	0.000535406	0.001434921	1.73E-05	0.001417013	0.003217353	0.003479345	90238322.83	0.000389856	0.001777211	0.015849043	0.000142212	0.000163199	8.51E-06	6.03E-06	0.001083158	0.000430491	4.66E-05	0.350145766	0.394906446	0.018530593	0.381787209	0.05125605	-0.61732113	0.335921092	0.074991998	-0.421930917	0.384640138	0.047474868	-0.666488262	-2.415501693	-0.707977189	-3.183133578	-0.554019389	-1.567604363	15.84822033
-52.275	-20.873	3362	-52.28	-20.87	1	13	5.719	5.66	1.732	1.733	-0.003	0.005	-0.004	0.005	0.004	-0.009	0	-0.002	0.006	0.002	-0.009	0.005	0.007	-0.01	0.007	-0.015	0.003	-0.008	0.006	0.007	0.009	-0.001	-0.007	-0.008	0.005	0.007	0.006	-0.001	0.003	0.007	362.611	139	238.222	120.361	67.556	2039.528	313.639	136.667	176.972	257.861	211.833	257.861	207.694	1284.139	213.528	24.833	56.75	565.583	91	532.778	131.917	177.59	9	131.89	59.09	90.054	0.111	0.071	0.138	-0.019	0.084	0.001	-0.011	0.009	-0.005	0.003	0.003	-0.014	0.011	0.005	-0.003	-0.001	-0.009	0.013	-0.002	0	1.114	0.002	0.559	0.003	0.004	0.003	0.002	0	0.001666269	0.002116128	0.000162326	0.002148027	0.001920571	0.002443076	0.000522505	0.001666269	0.776543943	-0.067185492	-1.366968931	15.87599602	-0.246699076	-21.12591413	0.608925275	0.011267638	0.677294225	-0.007009544	0.661546009	0.086689263	0.018586689	-0.363875338	-0.443224166	-0.094200016	0.070516271	0.719189434	-0.05842757	-1.728770523	-1.708245669	-2.68494723	0.000539053	0.001471893	2.16E-05	0.001666269	0.003798291	0.003324418	83379214.88	0.000406363	0.001755522	0.015763369	0.000131488	0.000240228	7.95E-06	5.69E-06	0.001056875	0.000407265	4.53E-05	0.365569938	0.397491918	0.01777452	0.384733185	0.051441957	-0.372521732	0.339844695	0.077513923	-0.247223289	0.387822147	0.045910766	-0.417402032	-1.795940434	-0.717810233	-3.243250595	-0.544024314	-1.612575516	15.87599602
-51.275	-20.873	3363	-51.28	-20.87	1	15	5.639	5.66	1.714	1.733	-0.001	0.004	-0.004	0.006	0.005	-0.007	0	-0.002	0.005	0.004	-0.006	0.005	0.007	-0.011	0.007	-0.014	0.003	-0.007	0.006	0.008	0.009	-0.003	-0.008	-0.008	0.004	0.006	0.005	-0.001	0	0.007	351.556	135	231.056	123.611	65.444	2275	309.694	122.111	187.583	253.889	201.222	253.917	198.111	1194.472	206.917	21.111	61.694	553.444	82.694	539.111	120.361	187.33	11	137.95	59.63	89.083	0.109	0.09	0.144	-0.015	0.074	0.003	-0.012	0.009	-0.005	0.004	0.001	-0.014	0.012	0.006	-0.003	-0.001	-0.01	0.014	-0.001	0.001	1.176	0.002	0.562	0.003	0.004	0.003	0.002	0	0.001712322	0.002150573	0.000123848	0.002127215	0.002016177	0.002400674	0.000384497	0.001712322	0.957098995	0.101259963	-1.551941409	15.73049867	-0.393621632	-22.98847392	0.623402227	0.004769679	0.677730044	-0.004464535	0.672285847	0.098250296	-0.387867984	-0.055519723	-0.194636436	-0.075696287	0.079678573	0.841990205	0.056404229	-2.065681732	-2.113351677	-2.737057792	0.000608356	0.001282949	1.96E-05	0.001712322	0.003778381	0.003240941	76078610.1	0.000356713	0.00272843	0.017961727	0.000117828	0.000235517	8.08E-06	5.17E-06	0.001013922	0.000429865	4.33E-05	0.372411017	0.402214868	0.01618265	0.388783238	0.049361694	-0.33167867	0.34148813	0.078161701	-0.209466028	0.392773433	0.043196952	-0.379013335	-1.841716408	-0.830001928	-3.752583087	-0.583429456	-1.868949255	15.73049867
-50.275	-20.873	3364	-50.28	-20.87	1	15	5.535	5.66	1.692	1.733	0.001	0.004	-0.003	0.006	0.006	-0.003	0	-0.001	0.006	0.006	-0.003	0.006	0.005	-0.011	0.005	-0.011	0.001	-0.008	0.005	0.008	0.008	-0.004	-0.008	-0.008	0.003	0.006	0.004	-0.001	0	0.007	409.028	150	225.944	127.139	65.583	2279.333	305.944	113.389	192.556	248.639	194.389	248.639	192.222	1186.806	218.444	17.139	67.417	580.778	77.556	580.778	103.694	170.53	12	122.12	64.31	86.158	0.108	0.093	0.14	-0.011	0.067	0.004	-0.012	0.01	-0.006	0.004	-0.001	-0.014	0.012	0.008	-0.001	-0.002	-0.011	0.014	-0.001	0	1.176	0.002	0.553	0.003	0.004	0.003	0.002	0	0.001815848	0.002283749	0.000107247	0.002235914	0.002168624	0.002485617	0.000316993	0.001815848	1.151190029	0.659144619	-1.03745471	15.76912656	-0.42392767	-23.77208295	0.617004478	0.005917069	0.654177414	-0.001615679	0.667390656	0.57387567	-0.862681578	-0.417213552	-0.225193353	-0.090444085	0.079398179	0.764365722	-0.050643849	-1.770292972	-2.156444172	-2.490862629	0.000610049	0.001237666	2.44E-05	0.001815848	0.003719059	0.003826595	73130840.4	0.000358726	0.002645245	0.017245155	9.95E-05	0.000212513	8.18E-06	5.53E-06	0.000997395	0.000412991	4.21E-05	0.37924626	0.402456686	0.016164577	0.38939897	0.049122559	-0.206681194	0.342085655	0.077737217	-0.130602942	0.392628652	0.043181167	-0.235118916	-1.435882057	-0.807798239	-3.734773389	-0.607998251	-1.819605768	15.76912656
-49.275	-20.873	3365	-49.28	-20.87	1	15	5.442	5.66	1.677	1.733	0.005	0.007	-0.004	0.006	0.006	0	0.001	-0.001	0.007	0.007	0	0.01	0.01	-0.013	0.006	-0.007	0	-0.008	0.009	0.011	0.004	-0.006	-0.012	-0.01	0.003	0.004	0.004	0.003	-0.004	0.005	490.806	149	227.556	126.972	67.778	1977.389	304.806	118.583	186.222	245.611	200	245.611	197.278	1248.444	234.167	14.917	74.083	650.528	64.806	634.056	89.111	179.35	14	119	70.38	83.839	0.098	0.155	0.155	-0.015	0.029	0.005	-0.015	0.01	-0.006	0.004	-0.002	-0.02	0.014	0.006	-0.001	-0.003	-0.011	0.019	0.001	0.001	1.176	0.002	0.553	0.003	0.004	0.003	0.002	0.001	0.001852898	0.002323627	0.000103258	0.002313601	0.002178883	0.002513138	0.000334255	0.001852898	0.968459641	0.205763521	-0.861114892	15.66106544	-0.485755233	-22.31246942	0.630310809	-0.002876277	0.701877031	0.002049939	0.707037135	0.759507584	-0.83515953	-0.162461408	-0.270125509	-0.228571216	0.075266858	0.769870958	-0.130556036	-2.051266941	-2.387638576	-3.100850969	0.000569739	0.001206113	2.53E-05	0.001852898	0.004143138	0.002997591	77950977.77	0.000365056	0.002194209	0.021985726	6.87E-05	0.000199753	7.80E-06	5.59E-06	0.001010693	0.000443145	4.09E-05	0.379597834	0.402425365	0.015967139	0.389959639	0.049929879	-0.207527153	0.342391153	0.079057351	-0.131066945	0.39458705	0.042070818	-0.246294368	-1.429656965	-0.780711294	-3.75986035	-0.490902924	-2.018527948	15.66106544
-48.275	-20.873	3366	-48.28	-20.87	1	16	5.196	5.305	1.626	1.668	0.005	0.006	-0.004	0.007	0.006	0.001	0.002	-0.001	0.006	0.006	0.001	0.008	0.009	-0.015	0.002	-0.002	-0.001	-0.006	0.01	0.006	0.005	-0.004	-0.011	-0.008	0.002	0.005	0.001	0.005	-0.005	0.003	560.889	187	224.083	121.944	67.833	1822.111	296.861	118.333	178.528	239.944	197.972	240.222	195.917	1373.611	260.083	15.028	76.833	715.944	59.944	651.111	82.25	199.71	13	134.92	76.01	84.607	0.091	0.189	0.161	-0.008	-0.004	0.004	-0.013	0.009	-0.003	0.005	-0.002	-0.018	0.014	0.003	0.002	-0.001	-0.008	0.016	0	0.001	1.204	0.002	0.559	0.003	0.004	0.003	0.003	0	0.001752318	0.002253359	7.34E-05	0.002261631	0.002105541	0.002350789	0.000245248	0.001752318	1.184476422	0.369011219	-1.443518759	15.5956024	-0.547457525	-23.71243462	0.627795963	-0.000798622	0.698457651	0.010194296	0.740929145	0.524418244	-0.723302851	-0.283486441	-0.361655667	-0.312486852	0.074268483	0.735544865	-0.048424936	-1.875891002	-2.028120486	-3.158117991	0.000526065	0.001017764	2.01E-05	0.001752318	0.003665848	0.002878294	82662950	0.000314248	0.001968875	0.020564806	6.89E-05	0.000133361	7.87E-06	6.01E-06	0.000896158	0.00045021	3.64E-05	0.377593917	0.404488504	0.015220523	0.391400093	0.048573137	-0.284234818	0.342537096	0.079516896	-0.1736257	0.396181287	0.041041399	-0.336396349	-1.766994919	-0.859918576	-4.070254814	-0.545790504	-2.152207685	15.5956024
-47.275	-20.873	3367	-47.28	-20.87	1	17	5.174	5.151	1.617	1.639	0.004	0.003	-0.003	0.007	0.005	0.001	0.001	0.001	0.007	0.007	0.001	0.006	0.008	-0.011	0	0.002	-0.001	-0.005	0.009	0.002	0.001	0.001	-0.01	-0.003	0.003	-0.002	0.003	0.008	0.001	0.003	805.861	436	205.611	110.111	66.833	1690.028	273.083	109.639	163.444	220.417	182.472	220.639	179.222	1507.139	277.083	15.722	75.056	761.028	58.417	680.194	85.694	203.43	11	140.59	90.43	76.184	0.096	0.164	0.156	-0.012	0.015	0.005	-0.01	0.008	-0.001	0.004	-0.002	-0.014	0.011	0.003	0.002	-0.003	-0.002	0.013	-0.003	0.002	1.23	0.002	0.543	0.004	0.004	0.003	0.003	0.001	0.00212415	0.002572433	6.21E-05	0.002555263	0.00248945	0.002675349	0.000185899	0.00212415	1.429250536	0.895477422	-0.021429929	15.59884551	-0.543196485	-24.3792395	0.460424079	0.004832916	0.501028708	0.010550229	0.515133951	1.731776952	-0.190411158	0.137038876	-0.144481571	-0.305051272	0.078979974	0.754660059	0.108095741	-2.173470223	-2.226971113	-2.822782703	0.000600993	0.00104035	2.69E-05	0.00212415	0.004066426	0.003136253	79711764.05	0.00029229	0.00206389	0.021600797	6.68E-05	0.00013672	7.58E-06	6.60E-06	0.000877204	0.000447517	4.78E-05	0.397357913	0.406144358	0.014655054	0.392990925	0.048006955	0.090965745	0.344061024	0.079063664	0.055233823	0.397757509	0.039856719	0.109567184	-0.599550527	-0.897535684	-4.236308918	-0.572283739	-2.218642794	15.59884551
-46.275	-20.873	3368	-46.28	-20.87	1	20	5.323	5.04	1.631	1.617	0.005	0.003	-0.006	0.006	0.003	0.004	0.001	-0.002	0.006	0.004	0.002	0.005	0.011	-0.011	-0.001	0.005	-0.003	-0.001	0.014	0	-0.004	0.001	-0.008	-0.003	0.001	-0.004	0.002	0.008	-0.001	0.007	887.611	366	199.889	124.583	66.639	2030.806	275.444	89.694	185.75	217.75	173.028	219.472	169.028	1496.028	279.944	17.139	75.194	762.472	59.417	639.111	84.694	200.86	10	133.39	94.23	76.857	0.079	0.224	0.162	-0.004	-0.038	0.004	-0.009	0.004	0.003	0.004	-0.002	-0.014	0.009	-0.002	0.002	-0.006	-0.001	0.01	-0.002	-0.001	1.301	0.002	0.53	0.004	0.005	0.004	0.003	0.001	0.002457178	0.002888865	4.89E-05	0.002898195	0.002807649	0.002952991	0.000145342	0.002457178	2.678197631	4.815905073	0.887257859	15.59611426	-0.649323941	-27.58168261	0.517967123	0.005320362	0.56783698	0.004767015	0.588266622	2.855225357	-0.270085563	-0.262366683	-0.177453298	-0.087594097	0.08241398	0.787189156	-0.205918206	-2.465781984	-1.787867721	-3.100791319	0.000740014	0.000986608	2.51E-05	0.002457178	0.004898151	0.002889793	67953018.63	0.000261816	0.001757545	0.019707295	9.43E-05	0.000135922	9.04E-06	8.88E-06	0.000897475	0.0004052	4.85E-05	0.419092451	0.409782072	0.0134975	0.396539921	0.045374873	0.497026846	0.346987146	0.077909306	0.289471579	0.401359195	0.037424275	0.60261768	0.689785397	-0.981081793	-4.652337539	-0.624032422	-2.422502754	15.59611426
-45.275	-20.873	3369	-45.28	-20.87	1	24	5.23	5.015	1.618	1.612	0.004	0.004	-0.005	0.003	0.003	0.005	0.006	-0.005	0.001	0.003	0.002	0.005	0.007	-0.009	-0.002	0.004	-0.004	-0.001	0.008	-0.002	0.001	-0.003	-0.004	0	-0.003	0.003	0	0.004	-0.002	0.001	878.333	226	202.444	127.917	66.889	2012.417	284.278	94.361	189.917	220.583	176.139	223.139	172.639	1460.667	287.194	15.583	77.972	757.806	52.806	624.694	73.722	206.86	9	142.77	95.04	74.089	0.083	0.234	0.141	-0.002	-0.034	0.002	-0.008	0.002	0.002	0.004	0	-0.01	0.008	-0.002	0.002	0.001	-0.003	0.005	-0.003	-0.005	1.38	0.002	0.54	0.004	0.005	0.004	0.003	0.001	0.002355499	0.002787225	3.99E-05	0.002783495	0.002731214	0.002851691	0.000120477	0.002355499	2.338210683	3.322296358	0.805756696	16.1809657	-0.499606394	-20.396515	0.609024096	0.000522664	0.650054234	0.00066149	0.725035461	2.570617893	-0.410427269	1.459969021	0.183535027	0.017292521	0.096633184	0.912642506	-0.018527931	-2.368419812	-2.551128129	-3.457857605	0.000989022	0.000887536	3.28E-05	0.002355499	0.005307692	0.003323142	59044551.44	0.00023013	0.001878427	0.018224583	8.23E-05	0.000201513	9.03E-06	9.95E-06	0.000971911	0.000384694	5.46E-05	0.417492243	0.413474273	0.012211289	0.403491038	0.042384954	0.330334329	0.361460054	0.073558214	0.190341835	0.404065881	0.035506674	0.394326023	0.329037327	-0.817541533	-4.259519258	-0.770466784	-1.848417082	16.1809657
-44.275	-20.873	3370	-44.28	-20.87	1	25	5.213	5.078	1.616	1.625	0.007	0.004	-0.006	0.004	0.002	0.007	0.007	-0.008	0.001	0.002	0.003	0.007	0.009	-0.009	-0.002	0.006	-0.007	0.003	0.012	-0.005	0	-0.004	-0.006	-0.001	-0.003	0.002	-0.001	0.007	-0.004	0.004	989.722	257	196.306	122.278	66.556	1933.639	277.194	94.861	182.333	213.778	169.861	217.75	168.556	1507.972	310.278	14.056	81.389	800.361	47.861	648.417	62.5	203.75	9	153.3	100.83	70.297	0.078	0.253	0.136	0.013	-0.059	0.004	-0.01	0.002	0.002	0.002	-0.001	-0.013	0.008	0	0.002	0	-0.004	0.007	-0.002	-0.004	1.398	0.002	0.542	0.004	0.005	0.004	0.003	0.001	0.002297654	0.002745792	5.06E-05	0.00273812	0.002664785	0.002838146	0.000173361	0.002297654	2.268396971	2.672914977	0.329703819	16.23331373	-0.499115489	-21.46056627	0.621430229	0.000323126	0.694726084	0.00876789	0.716352348	2.506706506	-0.386416624	0.423684266	0.217883459	-0.025101621	0.094786487	0.907497111	-0.05273494	-2.663422371	-2.567291822	-3.333367398	0.000948239	0.000755517	3.26E-05	0.002297654	0.005168396	0.003339502	54408979.59	0.000229129	0.001818854	0.018250668	8.04E-05	0.000199477	9.06E-06	9.70E-06	0.000928133	0.000337637	4.92E-05	0.416480578	0.414239089	0.012294041	0.403687392	0.042832423	0.298679939	0.362826392	0.073105406	0.174996437	0.404242639	0.035442399	0.360957099	0.182323244	-0.858277296	-4.181920101	-0.813113378	-1.787461904	16.23331373
